country,subnational1,driver,year,tree_cover_loss_ha
Indonesia,Kalimantan Barat,Shifting cultivation,2023,22634
Indonesia,Kalimantan Barat,Wildfire,2023,9489
Indonesia,Kalimantan Barat,Hard commodities,2024,1987
Indonesia,Kalimantan Barat,Logging,2024,13855
Indonesia,Kalimantan Barat,Other natural disturbances,2024,424
Indonesia,Kalimantan Barat,Permanent agriculture,2024,132119
Indonesia,Kalimantan Barat,Settlements & Infrastructure,2024,284
Indonesia,Kalimantan Barat,Shifting cultivation,2024,20112
Indonesia,Kalimantan Barat,Wildfire,2024,5106
Indonesia,Kalimantan Barat,Hard commodities,2025,2431
Indonesia,Kalimantan Barat,Logging,2025,8983
Indonesia,Kalimantan Barat,Other natural disturbances,2025,476
Indonesia,Kalimantan Barat,Permanent agriculture,2025,115486
Indonesia,Kalimantan Barat,Settlements & Infrastructure,2025,324
Indonesia,Kalimantan Barat,Shifting cultivation,2025,17000
Indonesia,Kalimantan Barat,Wildfire,2025,3342
Indonesia,Kalimantan Selatan,Hard commodities,2001,1592
Indonesia,Kalimantan Selatan,Logging,2001,489
Indonesia,Kalimantan Selatan,Other natural disturbances,2001,289
Indonesia,Kalimantan Selatan,Permanent agriculture,2001,14736
Indonesia,Kalimantan Selatan,Settlements & Infrastructure,2001,99
Indonesia,Kalimantan Selatan,Shifting cultivation,2001,1569
Indonesia,Kalimantan Selatan,Wildfire,2001,170
Indonesia,Kalimantan Selatan,Hard commodities,2002,1701
Indonesia,Kalimantan Selatan,Logging,2002,738
Indonesia,Kalimantan Selatan,Other natural disturbances,2002,215
Indonesia,Kalimantan Selatan,Permanent agriculture,2002,19164
Indonesia,Kalimantan Selatan,Settlements & Infrastructure,2002,152
Indonesia,Kalimantan Selatan,Shifting cultivation,2002,2014
Indonesia,Kalimantan Selatan,Wildfire,2002,316
Indonesia,Kalimantan Selatan,Hard commodities,2003,1600
Indonesia,Kalimantan Selatan,Logging,2003,824
Indonesia,Kalimantan Selatan,Other natural disturbances,2003,322
Indonesia,Kalimantan Selatan,Permanent agriculture,2003,13200
Indonesia,Kalimantan Selatan,Settlements & Infrastructure,2003,120
Indonesia,Kalimantan Selatan,Shifting cultivation,2003,1442
Indonesia,Kalimantan Selatan,Wildfire,2003,873
Indonesia,Kalimantan Selatan,Hard commodities,2004,4563
Indonesia,Kalimantan Selatan,Logging,2004,997
Indonesia,Kalimantan Selatan,Other natural disturbances,2004,486
Indonesia,Kalimantan Selatan,Permanent agriculture,2004,31246
Indonesia,Kalimantan Selatan,Settlements & Infrastructure,2004,246
Indonesia,Kalimantan Selatan,Shifting cultivation,2004,3232
Indonesia,Kalimantan Selatan,Wildfire,2004,1070
Indonesia,Kalimantan Selatan,Hard commodities,2005,2110
Indonesia,Kalimantan Selatan,Logging,2005,855
Indonesia,Kalimantan Selatan,Other natural disturbances,2005,311
Indonesia,Kalimantan Selatan,Permanent agriculture,2005,19775
Indonesia,Kalimantan Selatan,Settlements & Infrastructure,2005,246
Indonesia,Kalimantan Selatan,Shifting cultivation,2005,1708
Indonesia,Kalimantan Selatan,Wildfire,2005,370
Indonesia,Kalimantan Selatan,Hard commodities,2006,4076
Indonesia,Kalimantan Selatan,Logging,2006,1054
Indonesia,Kalimantan Selatan,Other natural disturbances,2006,448
Indonesia,Kalimantan Selatan,Permanent agriculture,2006,43037
Indonesia,Kalimantan Selatan,Settlements & Infrastructure,2006,443
Indonesia,Kalimantan Selatan,Shifting cultivation,2006,3842
Indonesia,Kalimantan Selatan,Wildfire,2006,1077
Indonesia,Kalimantan Selatan,Hard commodities,2007,2814
Indonesia,Kalimantan Selatan,Logging,2007,800
Indonesia,Kalimantan Selatan,Other natural disturbances,2007,398
Indonesia,Kalimantan Selatan,Permanent agriculture,2007,22037
Indonesia,Kalimantan Selatan,Settlements & Infrastructure,2007,279
Indonesia,Kalimantan Selatan,Shifting cultivation,2007,2405
Indonesia,Kalimantan Selatan,Wildfire,2007,831
Indonesia,Kalimantan Selatan,Hard commodities,2008,1886
Indonesia,Kalimantan Selatan,Logging,2008,476
Indonesia,Kalimantan Selatan,Other natural disturbances,2008,288
Indonesia,Kalimantan Selatan,Permanent agriculture,2008,14333
Indonesia,Kalimantan Selatan,Settlements & Infrastructure,2008,174
Indonesia,Kalimantan Selatan,Shifting cultivation,2008,904
Indonesia,Kalimantan Selatan,Wildfire,2008,619
Indonesia,Kalimantan Selatan,Hard commodities,2009,5156
Indonesia,Kalimantan Selatan,Logging,2009,1120
Indonesia,Kalimantan Selatan,Other natural disturbances,2009,611
Indonesia,Kalimantan Selatan,Permanent agriculture,2009,46150
Indonesia,Kalimantan Selatan,Settlements & Infrastructure,2009,682
Indonesia,Kalimantan Selatan,Shifting cultivation,2009,4544
Indonesia,Kalimantan Selatan,Wildfire,2009,2164
Indonesia,Kalimantan Selatan,Hard commodities,2010,2931
Indonesia,Kalimantan Selatan,Logging,2010,240
Indonesia,Kalimantan Selatan,Other natural disturbances,2010,160
Indonesia,Kalimantan Selatan,Permanent agriculture,2010,21128
Indonesia,Kalimantan Selatan,Settlements & Infrastructure,2010,227
Indonesia,Kalimantan Selatan,Shifting cultivation,2010,508
Indonesia,Kalimantan Selatan,Wildfire,2010,986
Indonesia,Kalimantan Selatan,Hard commodities,2011,6336
Indonesia,Kalimantan Selatan,Logging,2011,410
Indonesia,Kalimantan Selatan,Other natural disturbances,2011,479
Indonesia,Kalimantan Selatan,Permanent agriculture,2011,36577
Indonesia,Kalimantan Selatan,Settlements & Infrastructure,2011,406
Indonesia,Kalimantan Selatan,Shifting cultivation,2011,2922
Indonesia,Kalimantan Selatan,Wildfire,2011,1095
Indonesia,Kalimantan Selatan,Hard commodities,2012,6431
Indonesia,Kalimantan Selatan,Logging,2012,906
Indonesia,Kalimantan Selatan,Other natural disturbances,2012,399
Indonesia,Kalimantan Selatan,Permanent agriculture,2012,51639
Indonesia,Kalimantan Selatan,Settlements & Infrastructure,2012,439
Indonesia,Kalimantan Selatan,Shifting cultivation,2012,2782
Indonesia,Kalimantan Selatan,Wildfire,2012,4141
Indonesia,Kalimantan Selatan,Hard commodities,2013,3244
Indonesia,Kalimantan Selatan,Logging,2013,631
Indonesia,Kalimantan Selatan,Other natural disturbances,2013,69
Indonesia,Kalimantan Selatan,Permanent agriculture,2013,29074
Indonesia,Kalimantan Selatan,Settlements & Infrastructure,2013,88
Indonesia,Kalimantan Selatan,Shifting cultivation,2013,2210
Indonesia,Kalimantan Selatan,Wildfire,2013,633
Indonesia,Kalimantan Selatan,Hard commodities,2014,6277
Indonesia,Kalimantan Selatan,Logging,2014,696
Indonesia,Kalimantan Selatan,Other natural disturbances,2014,377
Indonesia,Kalimantan Selatan,Permanent agriculture,2014,52511
Indonesia,Kalimantan Selatan,Settlements & Infrastructure,2014,292
Indonesia,Kalimantan Selatan,Shifting cultivation,2014,4482
Indonesia,Kalimantan Selatan,Wildfire,2014,1714
Indonesia,Kalimantan Selatan,Hard commodities,2015,5156
Indonesia,Kalimantan Selatan,Logging,2015,1364
Indonesia,Kalimantan Selatan,Other natural disturbances,2015,746
Indonesia,Kalimantan Selatan,Permanent agriculture,2015,54325
Indonesia,Kalimantan Selatan,Settlements & Infrastructure,2015,311
Indonesia,Kalimantan Selatan,Shifting cultivation,2015,4027
Indonesia,Kalimantan Selatan,Wildfire,2015,7420
Indonesia,Kalimantan Selatan,Hard commodities,2016,3079
Indonesia,Kalimantan Selatan,Logging,2016,2616
Indonesia,Kalimantan Selatan,Other natural disturbances,2016,709
Indonesia,Kalimantan Selatan,Permanent agriculture,2016,35482
Indonesia,Kalimantan Selatan,Settlements & Infrastructure,2016,332
Indonesia,Kalimantan Selatan,Shifting cultivation,2016,4720
Indonesia,Kalimantan Selatan,Wildfire,2016,18766
Indonesia,Kalimantan Selatan,Hard commodities,2017,2031
Indonesia,Kalimantan Selatan,Logging,2017,661
Indonesia,Kalimantan Selatan,Other natural disturbances,2017,227
Indonesia,Kalimantan Selatan,Permanent agriculture,2017,28721
Indonesia,Kalimantan Selatan,Settlements & Infrastructure,2017,195
Indonesia,Kalimantan Selatan,Shifting cultivation,2017,4943
Indonesia,Kalimantan Selatan,Wildfire,2017,658
Indonesia,Kalimantan Selatan,Hard commodities,2018,3077
Indonesia,Kalimantan Selatan,Logging,2018,458
Indonesia,Kalimantan Selatan,Other natural disturbances,2018,209
Indonesia,Kalimantan Selatan,Permanent agriculture,2018,29846
Indonesia,Kalimantan Selatan,Settlements & Infrastructure,2018,145
Indonesia,Kalimantan Selatan,Shifting cultivation,2018,3536
Indonesia,Kalimantan Selatan,Wildfire,2018,295
Indonesia,Kalimantan Selatan,Hard commodities,2019,3897
Indonesia,Kalimantan Selatan,Logging,2019,1208
Indonesia,Kalimantan Selatan,Other natural disturbances,2019,369
Indonesia,Kalimantan Selatan,Permanent agriculture,2019,33670
Indonesia,Kalimantan Selatan,Settlements & Infrastructure,2019,213
Indonesia,Kalimantan Selatan,Shifting cultivation,2019,3725
Indonesia,Kalimantan Selatan,Wildfire,2019,1240
Indonesia,Kalimantan Selatan,Hard commodities,2020,1342
Indonesia,Kalimantan Selatan,Logging,2020,614
Indonesia,Kalimantan Selatan,Other natural disturbances,2020,119
Indonesia,Kalimantan Selatan,Permanent agriculture,2020,16349
Indonesia,Kalimantan Selatan,Settlements & Infrastructure,2020,89
Indonesia,Kalimantan Selatan,Shifting cultivation,2020,1579
Indonesia,Kalimantan Selatan,Wildfire,2020,900
Indonesia,Kalimantan Selatan,Hard commodities,2021,1511
Indonesia,Kalimantan Selatan,Logging,2021,514
Indonesia,Kalimantan Selatan,Other natural disturbances,2021,114
Indonesia,Kalimantan Selatan,Permanent agriculture,2021,16358
Indonesia,Kalimantan Selatan,Settlements & Infrastructure,2021,100
Indonesia,Kalimantan Selatan,Shifting cultivation,2021,2806
Indonesia,Kalimantan Selatan,Wildfire,2021,250
Indonesia,Kalimantan Selatan,Hard commodities,2022,1840
Indonesia,Kalimantan Selatan,Logging,2022,250
Indonesia,Kalimantan Selatan,Other natural disturbances,2022,35
Indonesia,Kalimantan Selatan,Permanent agriculture,2022,13738
Indonesia,Kalimantan Selatan,Settlements & Infrastructure,2022,87
Indonesia,Kalimantan Selatan,Shifting cultivation,2022,1730
Indonesia,Kalimantan Selatan,Wildfire,2022,85
Indonesia,Kalimantan Selatan,Hard commodities,2023,3976
Indonesia,Kalimantan Selatan,Logging,2023,839
Indonesia,Kalimantan Selatan,Other natural disturbances,2023,222
Indonesia,Kalimantan Selatan,Permanent agriculture,2023,41440
Indonesia,Kalimantan Selatan,Settlements & Infrastructure,2023,193
Indonesia,Kalimantan Selatan,Shifting cultivation,2023,3695
Indonesia,Kalimantan Selatan,Wildfire,2023,1061
Indonesia,Kalimantan Selatan,Hard commodities,2024,1807
Indonesia,Kalimantan Selatan,Logging,2024,876
Indonesia,Kalimantan Selatan,Other natural disturbances,2024,256
Indonesia,Kalimantan Selatan,Permanent agriculture,2024,21588
Indonesia,Kalimantan Selatan,Settlements & Infrastructure,2024,94
Indonesia,Kalimantan Selatan,Shifting cultivation,2024,2588
Indonesia,Kalimantan Selatan,Wildfire,2024,623
Indonesia,Kalimantan Selatan,Hard commodities,2025,1412
Indonesia,Kalimantan Selatan,Logging,2025,1660
Indonesia,Kalimantan Selatan,Other natural disturbances,2025,288
Indonesia,Kalimantan Selatan,Permanent agriculture,2025,19724
Indonesia,Kalimantan Selatan,Settlements & Infrastructure,2025,82
Indonesia,Kalimantan Selatan,Shifting cultivation,2025,3175
Indonesia,Kalimantan Selatan,Wildfire,2025,475
Indonesia,Kalimantan Tengah,Hard commodities,2001,2574
Indonesia,Kalimantan Tengah,Logging,2001,11178
Indonesia,Kalimantan Tengah,Other natural disturbances,2001,225
Indonesia,Kalimantan Tengah,Permanent agriculture,2001,35344
Indonesia,Kalimantan Tengah,Settlements & Infrastructure,2001,85
Indonesia,Kalimantan Tengah,Shifting cultivation,2001,8670
Indonesia,Kalimantan Tengah,Wildfire,2001,5909
Indonesia,Kalimantan Tengah,Hard commodities,2002,3108
Indonesia,Kalimantan Tengah,Logging,2002,11488
Indonesia,Kalimantan Tengah,Other natural disturbances,2002,555
Indonesia,Kalimantan Tengah,Permanent agriculture,2002,62782
Indonesia,Kalimantan Tengah,Settlements & Infrastructure,2002,144
Indonesia,Kalimantan Tengah,Shifting cultivation,2002,8191
Indonesia,Kalimantan Tengah,Wildfire,2002,16516
Indonesia,Kalimantan Tengah,Hard commodities,2003,4246
Indonesia,Kalimantan Tengah,Logging,2003,7704
Indonesia,Kalimantan Tengah,Other natural disturbances,2003,521
Indonesia,Kalimantan Tengah,Permanent agriculture,2003,42944
Indonesia,Kalimantan Tengah,Settlements & Infrastructure,2003,170
Indonesia,Kalimantan Tengah,Shifting cultivation,2003,3135
Indonesia,Kalimantan Tengah,Wildfire,2003,70353
Indonesia,Kalimantan Tengah,Hard commodities,2004,4292
Indonesia,Kalimantan Tengah,Logging,2004,14375
Indonesia,Kalimantan Tengah,Other natural disturbances,2004,797
Indonesia,Kalimantan Tengah,Permanent agriculture,2004,123495
Indonesia,Kalimantan Tengah,Settlements & Infrastructure,2004,409
Indonesia,Kalimantan Tengah,Shifting cultivation,2004,7460
Indonesia,Kalimantan Tengah,Wildfire,2004,18910
Indonesia,Kalimantan Tengah,Hard commodities,2005,6770
Indonesia,Kalimantan Tengah,Logging,2005,16163
Indonesia,Kalimantan Tengah,Other natural disturbances,2005,561
Indonesia,Kalimantan Tengah,Permanent agriculture,2005,107907
Indonesia,Kalimantan Tengah,Settlements & Infrastructure,2005,393
Indonesia,Kalimantan Tengah,Shifting cultivation,2005,9654
Indonesia,Kalimantan Tengah,Wildfire,2005,17024
Indonesia,Kalimantan Tengah,Hard commodities,2006,3769
Indonesia,Kalimantan Tengah,Logging,2006,13333
Indonesia,Kalimantan Tengah,Other natural disturbances,2006,419
Indonesia,Kalimantan Tengah,Permanent agriculture,2006,181872
Indonesia,Kalimantan Tengah,Settlements & Infrastructure,2006,421
Indonesia,Kalimantan Tengah,Shifting cultivation,2006,7437
Indonesia,Kalimantan Tengah,Wildfire,2006,14538
Indonesia,Kalimantan Tengah,Hard commodities,2007,9072
Indonesia,Kalimantan Tengah,Logging,2007,14233
Indonesia,Kalimantan Tengah,Other natural disturbances,2007,1078
Indonesia,Kalimantan Tengah,Permanent agriculture,2007,150143
Indonesia,Kalimantan Tengah,Settlements & Infrastructure,2007,406
Indonesia,Kalimantan Tengah,Shifting cultivation,2007,8058
Indonesia,Kalimantan Tengah,Wildfire,2007,108661
Indonesia,Kalimantan Tengah,Hard commodities,2008,7920
Indonesia,Kalimantan Tengah,Logging,2008,18450
Indonesia,Kalimantan Tengah,Other natural disturbances,2008,573
Indonesia,Kalimantan Tengah,Permanent agriculture,2008,152235
Indonesia,Kalimantan Tengah,Settlements & Infrastructure,2008,450
Indonesia,Kalimantan Tengah,Shifting cultivation,2008,12741
Indonesia,Kalimantan Tengah,Wildfire,2008,12162
Indonesia,Kalimantan Tengah,Hard commodities,2009,6202
Indonesia,Kalimantan Tengah,Logging,2009,10775
Indonesia,Kalimantan Tengah,Other natural disturbances,2009,1166
Indonesia,Kalimantan Tengah,Permanent agriculture,2009,143656
Indonesia,Kalimantan Tengah,Settlements & Infrastructure,2009,617
Indonesia,Kalimantan Tengah,Shifting cultivation,2009,9364
Indonesia,Kalimantan Tengah,Wildfire,2009,22517
Indonesia,Kalimantan Tengah,Hard commodities,2010,7309
Indonesia,Kalimantan Tengah,Logging,2010,8535
Indonesia,Kalimantan Tengah,Other natural disturbances,2010,258
Indonesia,Kalimantan Tengah,Permanent agriculture,2010,104444
Indonesia,Kalimantan Tengah,Settlements & Infrastructure,2010,264
Indonesia,Kalimantan Tengah,Shifting cultivation,2010,6160
Indonesia,Kalimantan Tengah,Wildfire,2010,15289
Indonesia,Kalimantan Tengah,Hard commodities,2011,6559
Indonesia,Kalimantan Tengah,Logging,2011,10113
Indonesia,Kalimantan Tengah,Other natural disturbances,2011,718
Indonesia,Kalimantan Tengah,Permanent agriculture,2011,100289
Indonesia,Kalimantan Tengah,Settlements & Infrastructure,2011,500
Indonesia,Kalimantan Tengah,Shifting cultivation,2011,5975
Indonesia,Kalimantan Tengah,Wildfire,2011,15033
Indonesia,Kalimantan Tengah,Hard commodities,2012,10834
Indonesia,Kalimantan Tengah,Logging,2012,22393
Indonesia,Kalimantan Tengah,Other natural disturbances,2012,1032
Indonesia,Kalimantan Tengah,Permanent agriculture,2012,148176
Indonesia,Kalimantan Tengah,Settlements & Infrastructure,2012,522
Indonesia,Kalimantan Tengah,Shifting cultivation,2012,12493
Indonesia,Kalimantan Tengah,Wildfire,2012,23061
Indonesia,Kalimantan Tengah,Hard commodities,2013,4150
Indonesia,Kalimantan Tengah,Logging,2013,10171
Indonesia,Kalimantan Tengah,Other natural disturbances,2013,123
Indonesia,Kalimantan Tengah,Permanent agriculture,2013,72037
Indonesia,Kalimantan Tengah,Settlements & Infrastructure,2013,168
Indonesia,Kalimantan Tengah,Shifting cultivation,2013,6876
Indonesia,Kalimantan Tengah,Wildfire,2013,9688
Indonesia,Kalimantan Tengah,Hard commodities,2014,9025
Indonesia,Kalimantan Tengah,Logging,2014,20845
Indonesia,Kalimantan Tengah,Other natural disturbances,2014,715
Indonesia,Kalimantan Tengah,Permanent agriculture,2014,123185
Indonesia,Kalimantan Tengah,Settlements & Infrastructure,2014,371
Indonesia,Kalimantan Tengah,Shifting cultivation,2014,10157
Indonesia,Kalimantan Tengah,Wildfire,2014,32747
Indonesia,Kalimantan Tengah,Hard commodities,2015,7509
Indonesia,Kalimantan Tengah,Logging,2015,15986
Indonesia,Kalimantan Tengah,Other natural disturbances,2015,1115
Indonesia,Kalimantan Tengah,Permanent agriculture,2015,103973
Indonesia,Kalimantan Tengah,Settlements & Infrastructure,2015,307
Indonesia,Kalimantan Tengah,Shifting cultivation,2015,8771
Indonesia,Kalimantan Tengah,Wildfire,2015,76021
Indonesia,Kalimantan Tengah,Hard commodities,2016,13589
Indonesia,Kalimantan Tengah,Logging,2016,23925
Indonesia,Kalimantan Tengah,Other natural disturbances,2016,2604
Indonesia,Kalimantan Tengah,Permanent agriculture,2016,112297
Indonesia,Kalimantan Tengah,Settlements & Infrastructure,2016,430
Indonesia,Kalimantan Tengah,Shifting cultivation,2016,13078
Indonesia,Kalimantan Tengah,Wildfire,2016,326880
Indonesia,Kalimantan Tengah,Hard commodities,2017,7693
Indonesia,Kalimantan Tengah,Logging,2017,17237
Indonesia,Kalimantan Tengah,Other natural disturbances,2017,445
Indonesia,Kalimantan Tengah,Permanent agriculture,2017,60582
Indonesia,Kalimantan Tengah,Settlements & Infrastructure,2017,211
Indonesia,Kalimantan Tengah,Shifting cultivation,2017,6860
Indonesia,Kalimantan Tengah,Wildfire,2017,9621
Indonesia,Kalimantan Tengah,Hard commodities,2018,8071
Indonesia,Kalimantan Tengah,Logging,2018,18068
Indonesia,Kalimantan Tengah,Other natural disturbances,2018,854
Indonesia,Kalimantan Tengah,Permanent agriculture,2018,59089
Indonesia,Kalimantan Tengah,Settlements & Infrastructure,2018,188
Indonesia,Kalimantan Tengah,Shifting cultivation,2018,7434
Indonesia,Kalimantan Tengah,Wildfire,2018,16581
Indonesia,Kalimantan Tengah,Hard commodities,2019,6041
Indonesia,Kalimantan Tengah,Logging,2019,22322
Indonesia,Kalimantan Tengah,Other natural disturbances,2019,996
Indonesia,Kalimantan Tengah,Permanent agriculture,2019,52921
Indonesia,Kalimantan Tengah,Settlements & Infrastructure,2019,172
Indonesia,Kalimantan Tengah,Shifting cultivation,2019,7005
Indonesia,Kalimantan Tengah,Wildfire,2019,32627
Indonesia,Kalimantan Tengah,Hard commodities,2020,7635
Indonesia,Kalimantan Tengah,Logging,2020,19499
Indonesia,Kalimantan Tengah,Other natural disturbances,2020,356
Indonesia,Kalimantan Tengah,Permanent agriculture,2020,40539
Indonesia,Kalimantan Tengah,Settlements & Infrastructure,2020,141
Indonesia,Kalimantan Tengah,Shifting cultivation,2020,7714
Indonesia,Kalimantan Tengah,Wildfire,2020,14521
Indonesia,Kalimantan Tengah,Hard commodities,2021,5727
Indonesia,Kalimantan Tengah,Logging,2021,11530
Indonesia,Kalimantan Tengah,Other natural disturbances,2021,434
Indonesia,Kalimantan Tengah,Permanent agriculture,2021,27534
Indonesia,Kalimantan Tengah,Settlements & Infrastructure,2021,101
Indonesia,Kalimantan Tengah,Shifting cultivation,2021,4112
Indonesia,Kalimantan Tengah,Wildfire,2021,3570
Indonesia,Kalimantan Tengah,Hard commodities,2022,6179
Indonesia,Kalimantan Tengah,Logging,2022,16247
Indonesia,Kalimantan Tengah,Other natural disturbances,2022,365
Indonesia,Kalimantan Tengah,Permanent agriculture,2022,40810
Indonesia,Kalimantan Tengah,Settlements & Infrastructure,2022,141
